code,name,截止日期,盈利(百萬),盈利增長(%),每股盈利,每股盈利增長(%),每股派息,市盈率(倍),周息率(%),派息比率(%),每股賬面資產淨值,基準貨幣,兌換比率
00952,中國通海金融,2019/12,5,-94.66,0.0009,-94.60,0.0000,385.06,0.00,0.00,-,港元,1
00953,邵氏兄弟控股,2015/12,-125,39.59,-0.1047,39.66,0.0000,-6.50,0.00,0.00,0.2466,港元,1.1761
00953,邵氏兄弟控股,2016/12,-35,72.11,-0.0258,75.35,0.0000,-20.93,0.00,0.00,0.3239,港元,1.11125
00953,邵氏兄弟控股,2017/12,-9,75.06,-0.0061,76.35,0.0000,-37.69,0.00,0.00,0.3434,港元,1.1989
00953,邵氏兄弟控股,2018/12,14,-,0.0101,-,0.0000,15.18,0.00,0.00,0.3361,港元,1.1386
00953,邵氏兄弟控股,2019/12,20,39.74,0.0141,39.73,0.0000,10.80,0.00,0.00,-,港元,1.1175
00954,常茂生物化學工程,2015/12,53,14.63,0.1000,14.44,0.0306,12.60,2.43,30.59,1.2593,港元,1.1761
00954,常茂生物化學工程,2016/12,37,-30.77,0.0700,-29.97,0.0222,11.14,2.85,31.75,1.2305,港元,1.11125
00954,常茂生物化學工程,2017/12,4,-89.00,0.0072,-89.72,0.0000,144.58,0.00,0.00,1.3113,港元,1.1989
00954,常茂生物化學工程,2018/12,58,1.32K,0.1082,1.40K,0.0569,6.38,8.25,52.63,1.3539,港元,1.1386
00954,常茂生物化學工程,2019/12,65,13.25,0.1229,13.64,0.0615,6.10,8.20,50.00,1.3960,港元,1.1175
00956,新天綠色能源s,2015/12,198,-52.64,0.0533,-53.14,0.0176,26.84,1.23,33.11,2.3468,港元,1.1761
00956,新天綠色能源s,2016/12,602,203.95,0.1620,204.11,0.0700,12.16,3.55,43.21,2.3631,港元,1.11125
00956,新天綠色能源s,2017/12,1127,87.18,0.3032,87.14,0.1235,7.78,5.23,40.73,2.7768,港元,1.1989
00956,新天綠色能源s,2018/12,1444,28.21,0.3800,25.31,0.1423,3.92,9.55,37.46,3.0759,港元,1.1386
00956,新天綠色能源s,2019/12,1581,9.46,0.4042,6.38,0.0000,4.21,0.00,0.00,-,港元,1.1175
00959,世紀娛樂國際,2015/03,-40,-,-0.1611,-,0.0000,-2.61,0.00,0.00,4.1846,港元,1
00959,世紀娛樂國際,2016/03,-43,-7.20,-0.1165,27.68,0.0000,-3.61,0.00,0.00,3.5099,港元,1
00959,世紀娛樂國際,2017/03,-984,-2180.85,-1.9578,-1580.52,0.0000,-0.11,0.00,0.00,0.4696,港元,1
00959,世紀娛樂國際,2018/03,-53,94.64,-0.0748,96.18,0.0000,-0.95,0.00,0.00,0.3752,港元,1
00959,世紀娛樂國際,2019/03,-418,-692.16,-0.4616,-517.11,0.0000,-0.13,0.00,0.00,0.0279,港元,1
00960,龍湖集團s,2015/12,10571,1.40,1.8112,-5.14,0.4199,7.48,3.10,23.18,11.1128,港元,1.1761
00960,龍湖集團s,2016/12,10171,-3.78,1.7447,-3.67,0.5178,13.58,2.18,29.68,11.7503,港元,1.11125
00960,龍湖集團s,2017/12,15104,48.50,2.6016,49.12,0.9088,9.67,3.61,34.93,14.3209,港元,1.1989
00960,龍湖集團s,2018/12,18487,22.40,3.1653,21.67,1.1272,10.47,3.40,35.61,15.6572,港元,1.1386
00960,龍湖集團s,2019/12,20491,10.84,3.4978,10.50,1.3410,10.85,3.53,38.34,-,港元,1.1175
00966,中國太平s,2015/12,6341,56.90,1.7830,23.65,0.0000,10.48,0.00,0.00,15.3090,港元,1
00966,中國太平s,2016/12,4832,-23.81,1.2740,-28.55,0.1000,21.11,0.37,7.85,14.7794,港元,1
00966,中國太平s,2017/12,6136,27.00,1.6360,28.41,0.1000,13.72,0.45,6.11,17.1767,港元,1
00966,中國太平s,2018/12,6884,12.18,1.8440,12.71,0.1000,7.04,0.77,5.42,16.9790,港元,1
00966,中國太平s,2019/12,9009,30.87,2.4570,33.24,0.3000,4.95,2.47,12.21,21.2318,港元,1
00967,桑德國際,2014/12,628,13.35,0.4391,2.32,0.0000,6.79,0.00,0.00,3.5277,港元,1.2479
00967,桑德國際,2015/12,536,-14.66,0.3556,-19.01,0.0000,8.38,0.00,0.00,3.6804,港元,1.17605
00967,桑德國際,2016/12,539,0.59,0.3577,0.58,0.0000,8.33,0.00,0.00,3.8266,港元,1.11125
00967,桑德國際,2017/12,308,-42.84,0.2044,-42.86,0.0000,14.58,0.00,0.00,4.3373,港元,1.1989
00967,桑德國際,2018/12,-1140,-,-0.7571,-,0.0000,-3.94,0.00,0.00,-,港元,1.1386
00968,信義光能s,2015/12,1206,144.56,0.1853,120.07,0.0870,15.11,3.11,46.95,0.8513,港元,1
00968,信義光能s,2016/12,1986,64.70,0.2922,57.69,0.1400,11.33,4.23,47.91,0.9210,港元,1
00968,信義光能s,2017/12,2332,17.45,0.3261,11.60,0.1500,11.04,4.17,46.00,1.3633,港元,1
00968,信義光能s,2018/12,1863,-20.11,0.2487,-23.74,0.1220,18.98,2.58,49.06,1.3622,港元,1
00968,信義光能s,2019/12,2416,29.70,0.3028,21.75,0.1400,14.96,3.09,46.24,1.7542,港元,1
00969,華聯國際,2015/12,-572,-172.46,-0.2612,-172.37,0.0000,-0.87,0.00,0.00,0.0227,港元,1
00969,華聯國際,2016/12,-545,4.73,-0.2489,4.71,0.0000,-0.53,0.00,0.00,-0.2267,港元,1
00969,華聯國際,2017/12,-92,83.13,-0.0420,83.13,0.0000,-2.14,0.00,0.00,-0.2748,港元,1
00969,華聯國際,2018/12,-71,22.92,-0.0324,22.86,0.0000,-1.85,0.00,0.00,-0.3060,港元,1
00969,華聯國際,2019/12,-92,-29.56,-0.0419,-29.32,0.0000,-1.34,0.00,0.00,-,港元,1
00970,耀萊集團,2015/03,-456,-,-0.1530,-,0.0000,-3.07,0.00,0.00,0.3734,港元,1
00970,耀萊集團,2016/03,-32,92.91,-0.0110,92.81,0.0000,-53.64,0.00,0.00,0.3544,港元,1
00970,耀萊集團,2017/03,88,-,0.0260,-,0.0000,16.15,0.00,0.00,0.4284,港元,1
00970,耀萊集團,2018/03,665,656.52,0.1490,473.08,0.0000,1.81,0.00,0.00,0.6084,港元,1
00970,耀萊集團,2019/03,97,-85.34,0.0200,-86.58,0.0000,9.70,0.00,0.00,0.4734,港元,1
00973,L'Occitanes,2015/03,1023,7.20,0.6935,6.49,0.5272,18.95,4.01,76.02,4.8299,港元,8.355
00973,L'Occitanes,2016/03,970,-5.14,0.6593,-4.93,0.2558,23.81,1.63,38.80,5.0622,港元,8.79
00973,L'Occitanes,2017/03,1096,12.97,0.7476,13.40,0.2625,18.14,1.94,35.11,5.1734,港元,8.3065
00973,L'Occitanes,2018/03,930,-15.10,0.6375,-14.73,0.2869,21.65,2.08,45.00,6.0883,港元,9.659
00973,L'Occitanes,2019/03,1041,11.88,0.7133,11.90,0.2616,15.39,2.38,36.67,6.0685,港元,8.8065
00974,中國順客隆,2015/12,34,-12.82,0.1411,-,0.1000,0.00,-,70.83,1.0132,港元,1.1761
00974,中國順客隆,2016/12,27,-19.49,0.0889,-37.01,0.0000,0.00,-,0.00,0.9735,港元,1.11125
00974,中國順客隆,2017/12,14,-48.34,0.0480,-46.06,0.0000,0.00,-,0.00,1.0837,港元,1.1989
00974,中國順客隆,2018/12,13,-8.56,0.0455,-5.03,0.0000,0.00,-,0.00,1.0826,港元,1.1386
00974,中國順客隆,2019/12,-23,-,-0.0782,-,0.0000,0.00,-,0.00,0.9862,港元,1.1175
00975,Mongol Mining,2015/12,-1455,33.66,-0.1573,65.90,0.0000,-1.62,0.00,0.00,0.1585,港元,7.7505
00975,Mongol Mining,2016/12,-1196,17.81,-0.1295,17.70,0.0000,-1.65,0.00,0.00,0.2768,港元,7.754
00975,Mongol Mining,2017/12,2430,-,0.2446,-,0.0000,0.63,0.00,0.00,0.5277,港元,7.814
00975,Mongol Mining,2018/12,648,-73.32,0.6299,157.53,0.0000,0.52,0.00,0.00,0.5647,港元,7.834
00975,Mongol Mining,2019/12,752,15.92,0.7304,15.97,0.0000,0.56,0.00,0.00,-,港元,7.787
00976,齊合環保,2015/12,-1139,-7.64,-0.8200,18.81,0.0000,-5.49,0.00,0.00,2.8253,港元,1
00976,齊合環保,2016/12,-440,61.37,-0.2700,67.07,0.0000,-13.96,0.00,0.00,2.5419,港元,1
00976,齊合環保,2017/12,427,-,0.2600,-,0.0000,5.58,0.00,0.00,3.1605,港元,1
00976,齊合環保,2018/12,401,-6.00,0.2500,-3.85,0.0000,0.96,0.00,0.00,3.2242,港元,1
00976,齊合環保,2019/12,-129,-,-0.0800,-,0.0000,-2.75,0.00,0.00,-,港元,1
00978,招商局置地s,2015/12,218,-54.04,0.0445,-54.03,0.0050,31.27,0.36,11.24,1.2415,港元,1.1761
00978,招商局置地s,2016/12,902,313.51,0.1838,313.44,0.0450,8.65,2.83,24.49,1.3578,港元,1.11125
00978,招商局置地s,2017/12,1964,117.80,0.4004,117.86,0.1000,3.15,7.94,24.97,1.8122,港元,1.1989
00978,招商局置地s,2018/12,1385,-29.49,0.2823,-29.51,0.0800,4.15,6.84,28.36,1.8843,港元,1.1386
00978,招商局置地s,2019/12,2005,44.82,0.4088,44.82,0.1400,3.01,11.38,34.25,2.1656,港元,1.1175
00979,綠色能源科技集團,2014/12,-36,-127.43,-0.0729,-108.29,0.0000,-4.60,0.00,0.00,0.0733,港元,1
00979,綠色能源科技集團,2015/12,-43,-19.20,-0.0679,6.86,0.0000,-7.51,0.00,0.00,0.1085,港元,1
00979,綠色能源科技集團,2016/12,-37,15.11,-0.0547,19.44,0.0000,-8.23,0.00,0.00,0.0755,港元,1
00979,綠色能源科技集團,2017/12,-3,91.49,-0.0034,93.78,0.0000,-114.71,0.00,0.00,0.1352,港元,1
00979,綠色能源科技集團,2019/06,-26,-,-0.0274,-,0.0000,-9.85,0.00,0.00,0.1095,港元,1
00980,聯華超市,2015/12,-585,-,-0.5175,-,0.0000,-7.05,0.00,0.00,3.0623,港元,1.1761
00980,聯華超市,2016/12,-500,14.46,-0.4445,14.10,0.0000,-5.35,0.00,0.00,2.4445,港元,1.11125
00980,聯華超市,2017/12,-339,32.20,-0.2997,32.57,0.0000,-5.64,0.00,0.00,2.3485,港元,1.1989
00980,聯華超市,2018/12,-249,26.54,-0.2277,24.02,0.0000,-6.59,0.00,0.00,2.1936,港元,1.1386
00980,聯華超市,2019/12,-423,-69.75,-0.3800,-66.85,0.0000,-4.08,0.00,0.00,-,港元,1.1175
00981,中芯國際s,2015/12,1964,65.57,0.5426,39.92,0.0000,17.90,0.00,0.00,0.6871,港元,7.751
00981,中芯國際s,2016/12,2920,48.68,0.6979,28.62,0.0000,14.70,0.00,0.00,7.5676,港元,7.754
00981,中芯國際s,2017/12,1404,-51.92,0.3126,-55.21,0.0000,25.40,0.00,0.00,8.2159,港元,7.814
00981,中芯國際s,2018/12,1050,-25.20,0.2350,-24.81,0.0000,59.40,0.00,0.00,8.4778,港元,7.834
00981,中芯國際s,2019/12,1827,74.01,0.3115,32.53,0.0000,45.08,0.00,0.00,8.7302,港元,7.787
00982,華金國際資本,2015/12,13,-25.67,0.0014,-26.32,0.0000,196.43,0.00,0.00,0.0099,港元,1
00982,華金國際資本,2016/12,-29,-,-0.0032,-,0.0000,-54.92,0.00,0.00,0.0154,港元,1
00982,華金國際資本,2017/12,0,-,0.0000,-,0.0000,2.75K,0.00,0.00,0.0194,港元,1
00982,華金國際資本,2018/12,34,9.85K,0.0034,8.41K,0.0000,50.85,0.00,0.00,0.0276,港元,1
00982,華金國際資本,2019/12,4,-87.54,0.0004,-87.54,0.0000,403.30,0.00,0.00,-,港元,1
00983,瑞安建業,2015/12,-1126,18.05,-2.3300,17.96,0.0000,-0.91,0.00,0.00,11.4407,港元,1
00983,瑞安建業,2016/12,-1382,-22.74,-2.8600,-22.75,0.0000,-0.56,0.00,0.00,7.9168,港元,1
00983,瑞安建業,2017/12,-613,55.64,-1.2700,55.59,0.0000,-1.57,0.00,0.00,7.3615,港元,1
00983,瑞安建業,2018/12,-139,77.32,-0.3100,75.59,0.0000,-5.39,0.00,0.00,7.5154,港元,1
00983,瑞安建業,2019/12,7,-,0.0200,-,0.0000,84.50,0.00,0.00,-,港元,1
00984,永旺,2015/12,93,-63.83,0.3583,-63.83,0.1790,20.51,2.44,49.96,7.3513,港元,1
00984,永旺,2016/12,-23,-,-0.0893,-,0.6000,-52.07,12.90,-671.89,6.7450,港元,1
00984,永旺,2017/12,-55,-135.70,-0.2106,-135.83,0.4200,-20.04,9.95,-199.43,6.1758,港元,1
00984,永旺,2018/12,-49,10.09,-0.1893,10.11,0.4400,-13.26,17.53,-232.44,5.5425,港元,1
00984,永旺,2019/12,-189,-283.40,-0.7259,-283.47,0.2700,-3.00,12.39,-37.20,-,港元,1
00985,中譽集團,2015/03,218,-,0.0078,-,0.0000,10.83,0.00,0.00,0.2797,港元,7.7545
00985,中譽集團,2016/03,-530,-,-0.0155,-,0.0000,-2.13,0.00,0.00,0.2116,港元,7.754
00985,中譽集團,2017/03,-2370,-347.32,-0.0614,-295.82,0.0000,-0.57,0.00,0.00,0.1494,港元,7.77
00985,中譽集團,2018/03,-100,95.79,-0.0024,96.16,0.0000,-6.79,0.00,0.00,0.1488,港元,7.849
00985,中譽集團,2019/03,-547,-447.98,-0.0141,-500.00,0.0000,-1.77,0.00,0.00,0.1358,港元,7.849
00986,中國環保能源,2015/03,-148,89.55,-0.1500,96.70,0.0000,-0.69,0.00,0.00,0.2237,港元,1
00986,中國環保能源,2016/03,-103,30.65,-0.3000,-100.00,0.0000,-0.90,0.00,0.00,0.2940,港元,1
00986,中國環保能源,2017/03,27,-,0.0700,-,0.0000,4.29,0.00,0.00,2.7062,港元,1
00986,中國環保能源,2018/03,-337,-,-0.7500,-,0.0000,-0.41,0.00,0.00,0.6446,港元,1
00986,中國環保能源,2019/03,-51,84.75,-0.0900,88.00,0.0000,-1.50,0.00,0.00,0.5499,港元,1
00987,中國再生能源投資,2015/12,40,179.73,0.0172,181.97,0.0020,15.70,0.74,11.63,0.6818,港元,1
00987,中國再生能源投資,2016/12,61,51.03,0.0259,50.58,0.0020,8.84,0.87,7.72,0.6647,港元,1
00987,中國再生能源投資,2017/12,60,-1.26,0.0256,-1.16,0.0070,9.18,2.98,27.34,0.7381,港元,1
00987,中國再生能源投資,2018/12,62,3.19,0.0254,-0.78,0.0080,5.51,5.71,31.50,0.6897,港元,1
00987,中國再生能源投資,2019/12,57,-7.84,0.0229,-9.84,0.0080,5.98,5.84,34.93,-,港元,1
00988,絲路物流控股,2015/12,-1292,-242.71,-0.4200,-162.50,0.0000,-0.93,0.00,0.00,0.0970,港元,1
00988,絲路物流控股,2016/12,-679,47.44,-0.1700,59.52,0.0000,-1.38,0.00,0.00,0.0472,港元,1
00988,絲路物流控股,2017/12,671,-,0.1400,-,0.0000,0.34,0.00,0.00,0.2031,港元,1
00988,絲路物流控股,2018/12,-453,-,-0.0800,-,0.0000,-0.24,0.00,0.00,0.1153,港元,1
00988,絲路物流控股,2019/12,-278,38.57,-0.0500,37.50,0.0000,-0.38,0.00,0.00,-,港元,1
00989,廣澤國際發展,2015/03,-23,-489.95,-0.0279,-310.29,0.0000,-26.16,0.00,0.00,0.8478,港元,1
00989,廣澤國際發展,2016/03,-76,-234.04,-0.0884,-216.85,0.0000,-22.06,0.00,0.00,0.7656,港元,1
00989,廣澤國際發展,2017/03,80,-,0.0474,-,0.0000,25.94,0.00,0.00,0.5958,港元,1.12885
00989,廣澤國際發展,2018/03,63,-21.29,0.0137,-71.01,0.0000,12.95,0.00,0.00,0.5367,港元,1.2497
00989,廣澤國際發展,2019/03,27,-57.24,0.0051,-62.64,0.0000,10.90,0.00,0.00,0.5153,港元,1.1672
00990,榮暉國際,2015/12,-23,-5.08,-0.0055,9.84,0.0000,-45.45,0.00,0.00,0.0186,港元,1
00990,榮暉國際,2016/12,-26,-10.92,-0.0050,9.09,0.0000,-37.00,0.00,0.00,0.0384,港元,1
00990,榮暉國際,2017/12,21,-,0.0031,-,0.0000,38.71,0.00,0.00,0.0782,港元,1
00990,榮暉國際,2018/12,62,189.91,0.0078,151.61,0.0000,12.82,0.00,0.00,0.0862,港元,1
00990,榮暉國際,2019/12,146,135.48,0.0143,83.33,0.0000,6.57,0.00,0.00,-,港元,1
00991,大唐發電s,2015/12,3279,48.65,0.2470,52.24,0.1999,9.19,8.81,80.95,4.0026,港元,1.1761
00991,大唐發電s,2016/12,-3060,-,-0.2334,-,0.0000,-10.07,0.00,0.00,3.3383,港元,1.11125
00991,大唐發電s,2017/12,1792,-,0.1346,-,0.1079,15.67,5.11,80.14,4.7061,港元,1.1989
00991,大唐發電s,2018/12,1403,-21.71,0.0815,-39.45,0.1139,12.76,10.95,139.66,2.7978,港元,1.1386
00991,大唐發電s,2019/12,1101,-21.49,0.0236,-71.08,0.0726,43.68,7.05,308.06,-,港元,1.1175
00992,聯想集團s,2015/03,6426,1.38,0.6025,-1.42,0.2652,8.27,5.33,44.02,2.8506,港元,7.7545
00992,聯想集團s,2016/03,-994,-,-0.0899,-,0.2652,-54.14,5.45,-294.83,2.0942,港元,7.754
00992,聯想集團s,2017/03,4158,-,0.3776,-,0.2650,10.35,6.78,70.18,2.2548,港元,7.77
00992,聯想集團s,2018/03,-1486,-,-0.1311,-,0.2653,-46.08,4.39,-202.40,2.2986,港元,7.849
00992,聯想集團s,2019/03,4681,-,0.3932,-,0.2779,10.43,6.78,70.66,2.2188,港元,7.849
00993,華融金控,2015/12,139,-,0.0570,-,0.0000,42.46,0.00,0.00,0.2243,港元,1
00993,華融金控,2016/12,551,295.21,0.1641,187.89,0.0000,14.26,0.00,0.00,0.3855,港元,1
00993,華融金控,2017/12,964,75.00,0.2706,64.90,0.0170,2.22,2.83,6.28,0.7952,港元,1
00993,華融金控,2018/12,-1548,-,-0.4314,-,0.0000,-0.33,0.00,0.00,0.2402,港元,1
00993,華融金控,2019/12,-1546,0.15,-0.4308,0.14,0.0000,-0.31,0.00,0.00,-,港元,1
00994,中天宏信,2015/12,54,21.65,0.0000,-,0.0000,-,-,-,-,港元,1
00994,中天宏信,2016/12,53,-2.57,0.0000,-,0.0000,-,-,-,-,港元,1
00994,中天宏信,2017/12,23,-56.76,0.0517,-,0.0000,0.00,-,0.00,0.4679,港元,1
00994,中天宏信,2018/12,17,-24.00,0.0307,-40.62,0.0000,0.00,-,0.00,0.5603,港元,1
00994,中天宏信,2019/12,-26,-,-0.0426,-,0.0000,0.00,-,0.00,-,港元,1
00995,安徽皖通高速公路s,2015/12,1093,2.79,0.6590,2.80,0.2705,9.42,4.36,41.05,5.8078,港元,1.1761
00995,安徽皖通高速公路s,2016/12,1028,-5.95,0.6197,-5.95,0.2556,9.65,4.27,41.24,5.8587,港元,1.11125
00995,安徽皖通高速公路s,2017/12,1299,26.33,0.7830,26.34,0.2757,6.70,5.25,35.22,6.8208,港元,1.1989
00995,安徽皖通高速公路s,2018/12,1270,-2.21,0.7657,-2.21,0.2847,4.88,7.61,37.17,6.9463,港元,1.1386
00995,安徽皖通高速公路s,2019/12,1218,-4.10,0.7343,-4.10,0.2570,5.07,6.91,35.00,-,港元,1.1175
00996,嘉年華國際,2015/12,120,180.01,0.0086,160.61,0.0000,97.67,0.00,0.00,0.3489,港元,1
00996,嘉年華國際,2016/12,124,2.73,0.0075,-12.79,0.0000,46.67,0.00,0.00,0.4178,港元,1
00996,嘉年華國際,2017/12,395,218.98,0.0200,166.67,0.0000,2.30,0.00,0.00,0.4556,港元,1
00996,嘉年華國際,2018/12,-3504,-,-0.1500,-,0.0000,-0.07,0.00,0.00,0.2773,港元,1
00996,嘉年華國際,2019/12,-2198,37.28,-0.0900,40.00,0.0000,-0.11,0.00,0.00,-,港元,1
00997,普匯中金國際,2015/03,-80,11.24,-0.0365,25.05,0.0000,-9.04,0.00,0.00,0.1000,港元,1
00997,普匯中金國際,2016/03,158,-,1.3976,-,0.0000,1.09,0.00,0.00,0.2499,港元,1
00997,普匯中金國際,2017/03,1,-99.15,0.0042,-99.70,0.0000,209.52,0.00,0.00,1.7184,港元,1
00997,普匯中金國際,2018/03,-78,-,-0.1144,-,0.0000,-7.87,0.00,0.00,2.5946,港元,1
00997,普匯中金國際,2019/03,19,-,0.0138,-,0.0000,50.00,0.00,0.00,1.3834,港元,1
00998,中信銀行s,2015/12,48406,-4.67,1.0350,-4.67,0.2493,4.89,4.93,24.09,7.6365,港元,1.1761
00998,中信銀行s,2016/12,46260,-4.43,0.9446,-8.74,0.2389,5.66,4.47,25.29,8.6117,港元,1.11125
00998,中信銀行s,2017/12,51032,10.32,1.0071,6.62,0.3129,4.98,6.23,31.07,9.7911,港元,1.1989
00998,中信銀行s,2018/12,50683,-0.69,1.0020,-0.51,0.2619,3.73,7.00,26.14,10.1601,港元,1.1386
00998,中信銀行s,2019/12,53657,5.87,1.0616,5.95,0.2671,3.37,7.46,25.16,11.8135,港元,1.1175
00999,I.Ts,2015/02,312,11.74,0.2540,10.43,0.1200,7.32,6.45,47.24,2.3128,港元,1
00999,I.Ts,2016/02,209,-33.11,0.1700,-33.07,0.0840,18.88,2.62,49.41,2.3887,港元,1
00999,I.Ts,2017/02,314,50.25,0.2600,52.94,0.1300,19.15,2.61,50.00,2.5380,港元,1
00999,I.Ts,2018/02,431,37.10,0.3600,38.46,0.1780,10.42,4.75,49.44,2.9648,港元,1
00999,I.Ts,2019/02,443,2.80,0.3700,2.78,0.1800,3.57,13.64,48.65,3.0509,港元,1
01000,北青傳媒,2015/12,-53,-,-0.2705,-,0.0000,-14.42,0.00,0.00,7.5423,港元,1.1761
01000,北青傳媒,2016/12,-63,-18.57,-0.3334,-23.24,0.0000,-9.30,0.00,0.00,6.8426,港元,1.11125
01000,北青傳媒,2017/12,-102,-61.54,-0.5155,-54.64,0.0000,-4.07,0.00,0.00,6.9321,港元,1.1989
01000,北青傳媒,2018/12,-316,-208.93,-1.5827,-207.00,0.0000,-0.63,0.00,0.00,5.5776,港元,1.1386
01000,北青傳媒,2019/12,-220,30.44,-1.1063,30.10,0.0000,-0.81,0.00,0.00,-,港元,1.1175
01001,滬港聯合,2015/03,216,107.83,0.3972,91.61,0.0850,2.01,10.63,21.40,1.6942,港元,1
01001,滬港聯合,2016/03,70,-67.47,0.1095,-72.43,0.0280,8.86,2.89,25.57,1.6537,港元,1
01001,滬港聯合,2017/03,102,45.18,0.1586,44.84,0.0475,4.54,6.60,29.95,1.7285,港元,1
01001,滬港聯合,2018/03,-148,-,-0.2302,-,0.0157,-2.56,2.66,-6.82,1.6512,港元,1
01001,滬港聯合,2019/03,14,-,0.0217,-,0.0200,16.13,5.71,92.17,1.5444,港元,1
01002,威鋮國際,2015/07,-28,-10.14,-0.0168,9.19,0.0000,-22.92,0.00,0.00,0.2938,港元,1
01002,威鋮國際,2016/07,-38,-34.20,-0.0208,-23.96,0.0000,-16.09,0.00,0.00,0.2553,港元,1.17
01002,威鋮國際,2017/07,16,-,0.0082,-,0.0000,15.89,0.00,0.00,0.2670,港元,1.15265
01002,威鋮國際,2018/07,-10,-,-0.0046,-,0.0000,-39.91,0.00,0.00,0.2614,港元,1.1822
01002,威鋮國際,2019/07,-139,-1225.92,-0.0601,-1203.06,0.0000,-2.03,0.00,0.00,0.1926,港元,1.1357
01003,歡喜傳媒s,2015/12,-93,-606.00,-0.0800,-166.67,0.0000,-28.25,0.00,0.00,0.4289,港元,1
01003,歡喜傳媒s,2016/12,-1254,-1251.08,-0.5100,-537.50,0.0000,-3.92,0.00,0.00,0.2987,港元,1
01003,歡喜傳媒s,2017/12,-95,92.41,-0.0300,94.12,0.0000,-49.67,0.00,0.00,0.2862,港元,1
01003,歡喜傳媒s,2018/12,-445,-367.32,-0.1600,-433.33,0.0000,-8.75,0.00,0.00,0.2257,港元,1
01003,歡喜傳媒s,2019/12,105,-,0.0300,-,0.0000,46.67,0.00,0.00,-,港元,1
01004,中國智慧能源,2016/03,-276,-857.46,-0.0380,-708.51,0.0000,-15.79,0.00,0.00,0.1943,港元,1
01004,中國智慧能源,2017/03,-352,-27.68,-0.0423,-11.32,0.0000,-22.70,0.00,0.00,0.2149,港元,1
01004,中國智慧能源,2018/03,-237,32.71,-0.0253,40.19,0.0000,-22.92,0.00,0.00,0.2056,港元,1
01004,中國智慧能源,2018/12,-195,-,-0.0208,-,0.0000,-6.06,0.00,0.00,0.1715,港元,1
01004,中國智慧能源,2019/12,-122,37.25,-0.0130,37.50,0.0000,-9.69,0.00,0.00,-,港元,1
01005,美力時集團,2015/12,388,228.99,0.5100,218.75,0.1700,6.37,5.23,33.33,1.3024,港元,1
01005,美力時集團,2016/12,123,-68.38,0.1600,-68.63,0.1150,18.75,3.83,71.88,1.2962,港元,1
01005,美力時集團,2017/12,113,-8.14,0.1500,-6.25,0.0950,22.67,2.79,63.33,1.3493,港元,1
01005,美力時集團,2018/12,135,19.78,0.1800,20.00,0.1000,17.17,3.24,55.56,1.4337,港元,1
01005,美力時集團,2019/12,143,5.96,0.1900,5.56,0.0850,17.89,2.50,44.74,-,港元,1
01006,長壽花食品,2015/12,248,-25.40,0.4322,-25.40,0.1000,9.21,2.51,23.13,4.6852,港元,1.1761
01006,長壽花食品,2016/12,293,18.01,0.5101,18.01,0.1000,7.08,2.77,19.61,4.8469,港元,1.11125
01006,長壽花食品,2017/12,354,21.12,0.6177,21.10,0.1000,5.75,2.82,16.19,5.7399,港元,1.1989
01006,長壽花食品,2018/12,395,11.48,0.6886,11.49,0.1000,3.62,4.02,14.52,6.0413,港元,1.1386
01006,長壽花食品,2019/12,358,-9.31,0.6246,-9.30,0.0000,4.00,0.00,0.00,-,港元,1.1175
01007,龍輝國際控股,2015/12,-3,-4.25,-0.0030,19.87,0.0000,-560.00,0.00,0.00,-0.0291,港元,1
01007,龍輝國際控股,2016/12,-9,-159.01,-0.0090,-200.00,0.0000,-186.67,0.00,0.00,-0.0378,港元,1
01007,龍輝國際控股,2017/12,-5,42.29,-0.0050,44.44,0.0000,-19.00,0.00,0.00,-0.0429,港元,1
01007,龍輝國際控股,2018/12,-514,-9972.89,-0.1139,-2177.20,0.0000,-0.10,0.00,0.00,-0.0081,港元,1.1386
01007,龍輝國際控股,2019/12,-142,72.26,-0.0224,80.37,0.0000,-0.45,0.00,0.00,-0.0143,港元,1.1175
01008,貴聯控股,2015/12,386,-14.84,0.2500,-16.67,0.4080,5.20,31.38,163.20,1.8691,港元,1
01008,貴聯控股,2016/12,287,-25.66,0.1800,-28.00,0.1530,5.78,14.71,85.00,1.8043,港元,1
01008,貴聯控股,2017/12,138,-51.95,0.0900,-50.00,0.1275,9.22,15.36,141.67,1.8609,港元,1
01008,貴聯控股,2018/12,169,22.72,0.1100,22.22,0.0000,6.00,0.00,0.00,1.7627,港元,1
01008,貴聯控股,2019/12,176,3.84,0.1100,0.00,0.1913,6.09,28.55,173.91,-,港元,1
01009,國際娛樂,2015/03,46,-59.94,0.0390,-59.92,0.4600,34.62,34.07,1.18K,1.5902,港元,1
01009,國際娛樂,2016/03,32,-31.00,0.0269,-31.03,0.0000,74.35,0.00,0.00,1.1143,港元,1
01009,國際娛樂,2017/03,-31,-,-0.0263,-,0.0000,-56.65,0.00,0.00,1.5564,港元,1
01009,國際娛樂,2018/03,-67,-113.68,-0.0515,-95.82,0.0000,-11.46,0.00,0.00,1.5209,港元,1
01009,國際娛樂,2019/06,-78,-,-0.0566,-,0.0000,-4.59,0.00,0.00,1.4777,港元,1
01010,太睿國際控股,2015/12,-25,-,-0.0750,-,0.0000,-22.67,0.00,0.00,0.4975,港元,1
01010,太睿國際控股,2016/12,-5,80.22,-0.0148,80.27,0.0000,-135.14,0.00,0.00,0.4552,港元,1
